1, 2.175000, 1.382163, 2.958000, 2.118546
2, 3.365000, 2.011411, 3.086000, 2.107749
3, 4.190000, 2.203611, 3.056000, 2.053987
4, 4.653000, 2.370357, 3.103000, 2.164345
5, 4.983000, 2.477642, 3.120000, 2.247132
6, 5.296000, 2.531084, 3.084000, 2.062752
7, 5.572000, 2.612435, 3.057000, 2.176178
8, 5.475000, 2.658077, 3.009000, 1.990206
9, 5.572000, 2.726319, 3.036000, 2.098739
10, 5.662000, 2.736376, 2.970000, 2.025117
11, 5.693000, 2.797276, 3.039000, 2.162748
12, 5.632000, 2.820386, 2.911000, 1.984711
13, 5.706000, 2.781288, 3.050000, 2.118372
14, 5.609000, 2.698170, 2.976000, 2.085527
15, 5.730000, 2.606358, 3.016000, 2.047375
16, 5.789000, 2.744172, 2.974000, 2.144603
17, 5.658000, 2.690174, 2.963000, 2.025742
18, 5.716000, 2.664459, 2.942000, 2.066552
19, 5.816000, 2.740829, 3.061000, 2.021702
20, 5.697000, 2.697998, 3.080000, 2.069686
21, 5.858000, 2.712533, 3.106000, 2.052015
22, 5.762000, 2.758506, 2.989000, 2.002219
23, 5.819000, 2.801828, 3.062000, 2.238784
24, 5.740000, 2.667658, 3.154000, 2.172621
25, 5.808000, 2.772568, 3.000000, 2.100952
26, 5.676000, 2.751549, 3.147000, 2.100331
27, 5.834000, 2.802221, 3.074000, 2.071841
28, 5.768000, 2.818896, 3.033000, 2.115162
29, 5.906000, 2.743568, 3.058000, 2.053932
30, 5.857000, 2.813992, 3.109000, 2.180624
31, 5.741000, 2.627150, 3.042000, 2.099580
32, 5.773000, 2.767575, 3.095000, 2.170248
33, 5.552000, 2.639942, 3.002000, 2.170253
34, 5.927000, 2.911987, 3.103000, 2.064071
35, 5.738000, 2.759593, 2.972000, 1.927490
36, 5.683000, 2.744178, 3.015000, 2.143543
37, 5.715000, 2.697364, 3.160000, 2.124241
38, 5.815000, 2.793703, 2.996000, 2.092841
39, 5.909000, 2.712696, 3.115000, 2.109449
40, 5.768000, 2.703364, 3.085000, 2.032185
41, 5.680000, 2.788476, 2.931000, 1.997058
42, 5.785000, 2.754773, 2.923000, 2.074384
43, 5.788000, 2.792321, 3.053000, 2.197314
44, 5.729000, 2.739628, 3.114000, 2.157082
45, 5.853000, 2.699146, 2.995000, 2.041317
46, 5.695000, 2.843585, 3.116000, 2.134138
47, 5.745000, 2.803921, 3.018000, 2.060018
48, 5.833000, 2.810536, 3.047000, 2.141679
49, 5.666000, 2.824614, 3.034000, 2.180102
50, 5.820000, 2.686187, 2.992000, 1.984927
51, 5.758000, 2.697672, 3.005000, 1.961371
52, 5.863000, 2.755763, 3.015000, 2.110160
53, 5.739000, 2.512544, 2.889000, 2.009149
54, 5.690000, 2.642329, 3.067000, 2.141614
55, 5.803000, 2.756482, 2.884000, 1.964827
56, 5.738000, 2.723115, 2.981000, 2.088214
57, 5.577000, 2.747375, 3.073000, 2.092288
58, 5.898000, 2.754196, 3.084000, 2.169088
59, 5.714000, 2.661992, 3.055000, 2.007480
60, 5.798000, 2.755213, 2.931000, 2.015003
61, 5.843000, 2.770984, 3.093000, 2.090060
62, 5.821000, 2.724144, 3.053000, 2.026867
63, 5.734000, 2.785542, 2.927000, 2.019324
64, 5.887000, 2.673618, 3.041000, 2.112657
65, 5.760000, 2.686336, 3.126000, 2.091919
66, 5.803000, 2.698554, 3.016000, 1.996934
67, 5.730000, 2.650868, 2.897000, 1.961732
68, 5.918000, 2.729703, 3.000000, 2.137756
69, 5.891000, 2.719029, 3.099000, 2.109786
70, 5.961000, 2.828689, 3.107000, 2.068708
71, 5.757000, 2.749537, 3.061000, 2.159926
72, 5.702000, 2.754850, 2.887000, 1.848846
73, 5.696000, 2.733786, 3.136000, 2.247110
74, 5.825000, 2.748886, 3.004000, 2.110920
75, 5.760000, 2.638636, 3.126000, 2.209100
76, 5.777000, 2.781236, 2.887000, 1.926196
77, 5.808000, 2.752660, 3.129000, 2.110061
78, 5.598000, 2.677760, 3.077000, 2.194783
79, 5.723000, 2.735008, 3.054000, 2.163581
80, 5.717000, 2.654979, 3.028000, 2.119249
81, 5.784000, 2.696914, 3.090000, 2.185383
82, 6.027000, 2.769525, 3.020000, 2.033617
83, 5.661000, 2.608080, 3.139000, 2.310775
84, 5.767000, 2.776096, 2.987000, 2.037850
85, 5.868000, 2.700107, 3.130000, 2.204790
86, 5.802000, 2.633780, 3.005000, 2.077733
87, 5.904000, 2.720438, 3.040000, 2.106276
88, 5.747000, 2.786214, 3.033000, 2.162385
89, 5.889000, 2.758746, 3.178000, 2.179063
90, 5.781000, 2.891892, 2.985000, 2.022072
91, 5.796000, 2.755791, 3.138000, 2.107832
92, 5.810000, 2.754977, 2.941000, 2.081711
93, 5.738000, 2.723115, 3.180000, 2.217115
94, 5.789000, 2.752904, 2.994000, 2.020387
95, 5.804000, 2.681340, 2.957000, 2.100274
96, 5.682000, 2.743880, 3.041000, 2.142736
97, 5.829000, 2.698103, 3.213000, 2.208989
98, 5.725000, 2.791303, 3.005000, 1.958309
99, 5.814000, 2.793815, 3.082000, 2.057007
100, 5.778000, 2.756214, 3.012000, 2.012425
101, 5.843000, 2.763757, 2.988000, 2.136318
102, 5.619000, 2.719161, 2.899000, 1.864081
103, 5.594000, 2.670798, 3.110000, 2.044969
104, 5.918000, 2.774757, 2.933000, 2.080507
105, 5.837000, 2.741246, 3.013000, 2.186054
106, 5.847000, 2.730127, 3.143000, 2.090586
107, 5.790000, 2.716965, 3.130000, 2.058422
108, 5.813000, 2.720300, 3.055000, 2.007480
109, 5.771000, 2.746008, 2.971000, 2.034247
110, 5.791000, 2.774044, 3.046000, 2.104729
111, 5.795000, 2.716795, 3.115000, 2.096610
112, 5.720000, 2.647187, 3.125000, 2.252415
113, 5.710000, 2.710701, 3.025000, 2.074217
114, 5.851000, 2.796927, 3.017000, 2.040272
115, 5.730000, 2.639905, 3.046000, 2.212664
116, 5.894000, 2.751502, 3.101000, 2.093991
117, 5.689000, 2.765191, 3.084000, 2.124369
118, 5.727000, 2.601244, 3.121000, 2.172178
119, 5.606000, 2.737291, 3.010000, 2.047901
120, 5.824000, 2.801254, 3.022000, 1.980787
121, 5.691000, 2.806336, 3.105000, 2.256097
122, 5.920000, 2.726830, 2.913000, 1.989329
123, 5.791000, 2.693199, 3.162000, 2.130201
124, 5.742000, 2.788088, 3.112000, 2.126372
125, 5.740000, 2.740146, 3.115000, 2.083213
126, 5.734000, 2.747225, 3.009000, 2.106400
127, 5.789000, 2.737605, 2.983000, 2.108723
128, 5.709000, 2.735017, 3.133000, 2.079738
129, 5.854000, 2.832787, 2.980000, 2.170622
130, 5.756000, 2.687836, 2.971000, 1.963711
131, 5.824000, 2.786938, 3.057000, 2.048841
132, 5.633000, 2.724392, 3.033000, 2.058133
133, 5.579000, 2.712888, 3.011000, 2.021603
134, 5.961000, 2.825151, 2.968000, 2.114468
135, 5.681000, 2.779791, 3.107000, 2.171532
136, 5.666000, 2.697118, 2.946000, 2.069078
137, 5.803000, 2.730969, 2.911000, 1.980676
138, 5.887000, 2.792531, 2.962000, 2.060232
139, 5.770000, 2.674154, 3.072000, 2.160744
140, 5.761000, 2.762224, 3.052000, 2.025166
141, 5.790000, 2.809253, 3.019000, 1.947470
142, 5.830000, 2.793403, 3.009000, 2.055947
143, 5.663000, 2.770818, 3.000000, 2.101428
144, 5.776000, 2.677279, 3.020000, 2.041960
145, 5.678000, 2.676250, 2.976000, 2.110314
146, 5.591000, 2.660774, 3.036000, 2.168572
147, 5.767000, 2.786523, 3.051000, 2.125653
148, 5.655000, 2.671325, 3.138000, 2.164476
149, 5.849000, 2.674360, 3.136000, 2.252444
150, 5.791000, 2.700244, 2.996000, 2.051825
151, 5.696000, 2.695475, 3.097000, 2.133914
152, 5.791000, 2.792368, 3.133000, 2.148793
153, 5.865000, 2.801923, 3.130000, 2.154321
154, 5.778000, 2.770689, 3.020000, 2.014845
155, 5.784000, 2.776571, 3.028000, 2.039416
156, 5.728000, 2.759713, 2.961000, 2.033588
157, 5.885000, 2.777728, 3.052000, 2.147858
158, 5.903000, 2.711382, 3.049000, 2.140701
159, 5.696000, 2.651336, 3.003000, 2.211559
160, 5.801000, 2.710240, 3.070000, 2.000775
161, 5.769000, 2.726837, 3.074000, 2.100125
162, 5.931000, 2.713345, 2.934000, 2.075005
163, 5.874000, 2.747385, 3.038000, 2.032377
164, 6.038000, 2.821091, 3.098000, 2.127063
165, 5.788000, 2.774357, 3.061000, 2.110279
166, 5.804000, 2.703254, 3.098000, 2.136913
167, 5.774000, 2.807655, 2.949000, 2.057280
168, 5.938000, 2.823501, 3.154000, 2.171240
169, 5.676000, 2.822946, 2.877000, 2.039576
170, 5.769000, 2.712865, 3.016000, 2.006924
171, 5.770000, 2.748290, 3.020000, 2.123111
172, 5.902000, 2.753978, 3.074000, 2.030892
173, 5.692000, 2.691679, 2.874000, 1.973860
174, 5.563000, 2.658953, 3.013000, 2.112068
175, 5.824000, 2.714963, 3.053000, 2.111443
176, 5.683000, 2.647737, 3.029000, 2.094316
177, 5.924000, 2.753221, 3.147000, 2.122119
178, 5.629000, 2.689490, 3.108000, 2.113371
179, 5.879000, 2.790763, 3.090000, 2.036148
180, 5.780000, 2.752381, 3.024000, 2.053150
181, 5.854000, 2.821114, 3.065000, 2.100661
182, 5.798000, 2.741386, 2.987000, 2.047640
183, 5.798000, 2.700221, 3.160000, 2.140187
184, 5.850000, 2.679086, 2.957000, 1.994280
185, 5.804000, 2.639997, 3.144000, 2.062344
186, 5.794000, 2.686925, 3.024000, 2.078804
187, 5.720000, 2.838943, 3.117000, 2.154370
188, 5.694000, 2.735025, 2.993000, 2.050110
189, 5.796000, 2.773154, 3.099000, 2.130540
190, 5.720000, 2.641515, 3.025000, 2.094367
191, 5.613000, 2.723459, 3.082000, 2.144592
192, 5.630000, 2.763530, 3.022000, 2.166452
193, 5.612000, 2.690252, 3.056000, 2.097824
194, 5.828000, 2.688199, 3.047000, 2.105894
195, 5.695000, 2.751359, 3.105000, 2.143356
196, 5.912000, 2.745953, 2.987000, 2.110173
197, 5.755000, 2.706469, 3.038000, 2.120980
198, 5.851000, 2.712342, 3.112000, 2.083136
199, 5.802000, 2.830335, 3.083000, 2.072224
200, 5.705000, 2.781003, 3.024000, 2.065774
201, 5.809000, 2.767042, 3.099000, 2.154808
202, 5.895000, 2.777764, 3.057000, 2.073584
203, 5.872000, 2.831540, 3.016000, 2.099463
204, 5.776000, 2.848126, 3.108000, 2.179985
205, 5.871000, 2.697843, 3.018000, 2.009895
206, 5.725000, 2.614072, 3.184000, 2.301770
207, 5.845000, 2.823292, 3.074000, 2.036302
208, 5.922000, 2.693309, 3.036000, 2.078630
209, 5.857000, 2.742362, 3.027000, 2.008052
210, 5.684000, 2.785704, 2.922000, 1.998478
211, 5.854000, 2.693081, 3.148000, 2.122286
212, 5.847000, 2.845627, 3.028000, 2.126315
213, 5.786000, 2.645790, 3.038000, 1.980544
214, 5.724000, 2.862486, 3.031000, 2.087113
215, 5.790000, 2.729450, 3.052000, 2.139929
216, 5.622000, 2.684235, 2.980000, 2.157684
217, 5.906000, 2.707982, 3.063000, 2.081113
218, 5.855000, 2.799996, 2.964000, 2.088709
219, 5.680000, 2.789552, 3.119000, 2.110175
220, 5.807000, 2.715465, 2.970000, 2.062305
221, 5.793000, 2.635555, 3.063000, 2.071480
222, 5.771000, 2.720397, 3.127000, 2.129993
223, 5.853000, 2.733750, 3.120000, 2.126405
224, 5.848000, 2.726334, 3.151000, 2.241473
225, 5.785000, 2.706802, 3.017000, 2.084877
226, 5.779000, 2.721426, 3.017000, 2.083917
227, 5.678000, 2.658254, 2.986000, 1.996949
228, 5.839000, 2.684973, 3.072000, 2.157039
229, 5.720000, 2.746561, 3.081000, 2.076160
230, 5.820000, 2.744012, 2.938000, 2.007027
231, 5.709000, 2.701910, 2.986000, 1.978334
232, 5.682000, 2.809782, 2.967000, 2.039586
233, 5.901000, 2.743210, 3.154000, 2.144361
234, 5.631000, 2.686418, 3.070000, 2.175109
235, 5.838000, 2.746954, 3.138000, 2.217421
236, 5.760000, 2.638257, 3.042000, 2.023422
237, 5.591000, 2.705868, 2.963000, 2.035591
238, 5.696000, 2.743644, 2.858000, 1.972774
239, 5.810000, 2.793904, 3.007000, 2.056928
240, 5.815000, 2.749323, 2.968000, 2.103087
241, 5.854000, 2.784723, 3.054000, 2.134733
242, 5.791000, 2.762846, 2.988000, 2.070714
243, 5.927000, 2.646445, 3.018000, 2.004913
244, 5.772000, 2.705553, 3.019000, 2.113916
245, 5.922000, 2.828766, 3.044000, 2.022391
246, 5.961000, 2.688025, 2.981000, 2.059281
247, 5.644000, 2.699123, 2.970000, 2.044285
248, 5.729000, 2.664500, 3.142000, 2.165141
249, 5.672000, 2.680376, 2.960000, 2.063589
250, 5.828000, 2.741244, 3.084000, 2.133763
251, 5.700000, 2.699630, 3.061000, 2.089804
252, 5.875000, 2.808091, 3.181000, 2.163848
253, 5.918000, 2.661818, 3.129000, 2.123761
254, 5.556000, 2.667745, 3.045000, 1.988712
255, 5.746000, 2.652072, 3.069000, 2.162461
